Workplace,Prob
1,0.066666667
2,0.066666667
3,0.066666667
4,0.066666667
5,0.066666667
6,0.066666667
7,0.066666667
8,0.066666667
9,0.066666667
10,0.066666667
11,0.066666667
12,0.066666667
13,0.066666667
14,0.066666667
15,0.066666667
16,0.013157895
17,0.013157895
18,0.013157895
19,0.013157895
20,0.013157895
21,0.013157895
22,0.013157895
23,0.013157895
24,0.013157895
25,0.013157895
26,0.013157895
27,0.013157895
28,0.013157895
29,0.013157895
30,0.013157895
31,0.013157895
32,0.013157895
33,0.013157895
34,0.013157895
35,0.013157895
36,0.013157895
37,0.013157895
38,0.013157895
39,0.013157895
40,0.013157895
41,0.013157895
42,0.013157895
43,0.013157895
44,0.013157895
45,0.013157895
46,0.013157895
47,0.013157895
48,0.013157895
49,0.013157895
50,0.013157895
51,0.013157895
52,0.013157895
53,0.013157895
54,0.013157895
55,0.013157895
56,0.013157895
57,0.013157895
58,0.013157895
59,0.013157895
60,0.013157895
61,0.013157895
62,0.013157895
63,0.013157895
64,0.013157895
65,0.013157895
66,0.013157895
67,0.013157895
68,0.013157895
69,0.013157895
70,0.013157895
71,0.013157895
72,0.013157895
73,0.013157895
74,0.013157895
75,0.013157895
76,0.013157895
77,0.013157895
78,0.013157895
79,0.013157895
80,0.013157895
81,0.013157895
82,0.013157895
83,0.013157895
84,0.013157895
85,0.013157895
86,0.013157895
87,0.013157895
88,0.013157895
89,0.013157895
90,0.013157895
91,0.013157895
92,0.111111111
93,0.111111111
94,0.111111111
95,0.111111111
96,0.111111111
97,0.111111111
98,0.111111111
99,0.111111111
100,0.111111111
101,0.5
102,0.5
103,0.5
104,0.5
105,0.001117318
106,0.001117318
107,0.001117318
108,0.001117318
109,0.001117318
110,0.001117318
111,0.001117318
112,0.001117318
113,0.001117318
114,0.001117318
115,0.001117318
116,0.001117318
117,0.001117318
118,0.001117318
119,0.001117318
120,0.001117318
121,0.001117318
122,0.001117318
123,0.001117318
124,0.001117318
125,0.001117318
126,0.001117318
127,0.001117318
128,0.001117318
129,0.001117318
130,0.001117318
131,0.001117318
132,0.001117318
133,0.001117318
134,0.001117318
135,0.001117318
136,0.001117318
137,0.001117318
138,0.001117318
139,0.001117318
140,0.001117318
141,0.001117318
142,0.001117318
143,0.001117318
144,0.001117318
145,0.001117318
146,0.001117318
147,0.001117318
148,0.001117318
149,0.001117318
150,0.001117318
151,0.001117318
152,0.001117318
153,0.001117318
154,0.001117318
155,0.001117318
156,0.001117318
157,0.001117318
158,0.001117318
159,0.001117318
160,0.001117318
161,0.001117318
162,0.001117318
163,0.001117318
164,0.001117318
165,0.001117318
166,0.001117318
167,0.001117318
168,0.001117318
169,0.001117318
170,0.001117318
171,0.001117318
172,0.001117318
173,0.001117318
174,0.001117318
175,0.001117318
176,0.001117318
177,0.001117318
178,0.001117318
179,0.001117318
180,0.001117318
181,0.001117318
182,0.001117318
183,0.001117318
184,0.001117318
185,0.001117318
186,0.001117318
187,0.001117318
188,0.001117318
189,0.001117318
190,0.001117318
191,0.001117318
192,0.001117318
193,0.001117318
194,0.001117318
195,0.001117318
196,0.001117318
197,0.001117318
198,0.001117318
199,0.001117318
200,0.001117318
201,0.001117318
202,0.001117318
203,0.001117318
204,0.001117318
205,0.001117318
206,0.001117318
207,0.001117318
208,0.001117318
209,0.001117318
210,0.001117318
211,0.001117318
212,0.001117318
213,0.001117318
214,0.001117318
215,0.001117318
216,0.001117318
217,0.001117318
218,0.001117318
219,0.001117318
220,0.001117318
221,0.001117318
222,0.001117318
223,0.001117318
224,0.001117318
225,0.001117318
226,0.001117318
227,0.001117318
228,0.001117318
229,0.001117318
230,0.001117318
231,0.001117318
232,0.001117318
233,0.001117318
234,0.001117318
235,0.001117318
236,0.001117318
237,0.001117318
238,0.001117318
239,0.001117318
240,0.001117318
241,0.001117318
242,0.001117318
243,0.001117318
244,0.001117318
245,0.001117318
246,0.001117318
247,0.001117318
248,0.001117318
249,0.001117318
250,0.001117318
251,0.001117318
252,0.001117318
253,0.001117318
254,0.001117318
255,0.001117318
256,0.001117318
257,0.001117318
258,0.001117318
259,0.001117318
260,0.001117318
261,0.001117318
262,0.001117318
263,0.001117318
264,0.001117318
265,0.001117318
266,0.001117318
267,0.001117318
268,0.001117318
269,0.001117318
270,0.001117318
271,0.001117318
272,0.001117318
273,0.001117318
274,0.001117318
275,0.001117318
276,0.001117318
277,0.001117318
278,0.001117318
279,0.001117318
280,0.001117318
281,0.001117318
282,0.001117318
283,0.001117318
284,0.001117318
285,0.001117318
286,0.001117318
287,0.001117318
288,0.001117318
289,0.001117318
290,0.001117318
291,0.001117318
292,0.001117318
293,0.001117318
294,0.001117318
295,0.001117318
296,0.001117318
297,0.001117318
298,0.001117318
299,0.001117318
300,0.001117318
301,0.001117318
302,0.001117318
303,0.001117318
304,0.001117318
305,0.001117318
306,0.001117318
307,0.001117318
308,0.001117318
309,0.001117318
310,0.001117318
311,0.001117318
312,0.001117318
313,0.001117318
314,0.001117318
315,0.001117318
316,0.001117318
317,0.001117318
318,0.001117318
319,0.001117318
320,0.001117318
321,0.001117318
322,0.001117318
323,0.001117318
324,0.001117318
325,0.001117318
326,0.001117318
327,0.001117318
328,0.001117318
329,0.001117318
330,0.001117318
331,0.001117318
332,0.001117318
333,0.001117318
334,0.001117318
335,0.001117318
336,0.001117318
337,0.001117318
338,0.001117318
339,0.001117318
340,0.001117318
341,0.001117318
342,0.001117318
343,0.001117318
344,0.001117318
345,0.001117318
346,0.001117318
347,0.001117318
348,0.001117318
349,0.001117318
350,0.001117318
351,0.001117318
352,0.001117318
353,0.001117318
354,0.001117318
355,0.001117318
356,0.001117318
357,0.001117318
358,0.001117318
359,0.001117318
360,0.001117318
361,0.001117318
362,0.001117318
363,0.001117318
364,0.001117318
365,0.001117318
366,0.001117318
367,0.001117318
368,0.001117318
369,0.001117318
370,0.001117318
371,0.001117318
372,0.001117318
373,0.001117318
374,0.001117318
375,0.001117318
376,0.001117318
377,0.001117318
378,0.001117318
379,0.001117318
380,0.001117318
381,0.001117318
382,0.001117318
383,0.001117318
384,0.001117318
385,0.001117318
386,0.001117318
387,0.001117318
388,0.001117318
389,0.001117318
390,0.001117318
391,0.001117318
392,0.001117318
393,0.001117318
394,0.001117318
395,0.001117318
396,0.001117318
397,0.001117318
398,0.001117318
399,0.001117318
400,0.001117318
401,0.001117318
402,0.001117318
403,0.001117318
404,0.001117318
405,0.001117318
406,0.001117318
407,0.001117318
408,0.001117318
409,0.001117318
410,0.001117318
411,0.001117318
412,0.001117318
413,0.001117318
414,0.001117318
415,0.001117318
416,0.001117318
417,0.001117318
418,0.001117318
419,0.001117318
420,0.001117318
421,0.001117318
422,0.001117318
423,0.001117318
424,0.001117318
425,0.001117318
426,0.001117318
427,0.001117318
428,0.001117318
429,0.001117318
430,0.001117318
431,0.001117318
432,0.001117318
433,0.001117318
434,0.001117318
435,0.001117318
436,0.001117318
437,0.001117318
438,0.001117318
439,0.001117318
440,0.001117318
441,0.001117318
442,0.001117318
443,0.001117318
444,0.001117318
445,0.001117318
446,0.001117318
447,0.001117318
448,0.001117318
449,0.001117318
450,0.001117318
451,0.001117318
452,0.001117318
453,0.001117318
454,0.001117318
455,0.001117318
456,0.001117318
457,0.001117318
458,0.001117318
459,0.001117318
460,0.001117318
461,0.001117318
462,0.001117318
463,0.001117318
464,0.001117318
465,0.001117318
466,0.001117318
467,0.001117318
468,0.001117318
469,0.001117318
470,0.001117318
471,0.001117318
472,0.001117318
473,0.001117318
474,0.001117318
475,0.001117318
476,0.001117318
477,0.001117318
478,0.001117318
479,0.001117318
480,0.001117318
481,0.001117318
482,0.001117318
483,0.001117318
484,0.001117318
485,0.001117318
486,0.001117318
487,0.001117318
488,0.001117318
489,0.001117318
490,0.001117318
491,0.001117318
492,0.001117318
493,0.001117318
494,0.001117318
495,0.001117318
496,0.001117318
497,0.001117318
498,0.001117318
499,0.001117318
500,0.001117318
501,0.001117318
502,0.001117318
503,0.001117318
504,0.001117318
505,0.001117318
506,0.001117318
507,0.001117318
508,0.001117318
509,0.001117318
510,0.001117318
511,0.001117318
512,0.001117318
513,0.001117318
514,0.001117318
515,0.001117318
516,0.001117318
517,0.001117318
518,0.001117318
519,0.001117318
520,0.001117318
521,0.001117318
522,0.001117318
523,0.001117318
524,0.001117318
525,0.001117318
526,0.001117318
527,0.001117318
528,0.001117318
529,0.001117318
530,0.001117318
531,0.001117318
532,0.001117318
533,0.001117318
534,0.001117318
535,0.001117318
536,0.001117318
537,0.001117318
538,0.001117318
539,0.001117318
540,0.001117318
541,0.001117318
542,0.001117318
543,0.001117318
544,0.001117318
545,0.001117318
546,0.001117318
547,0.001117318
548,0.001117318
549,0.001117318
550,0.001117318
551,0.001117318
552,0.001117318
553,0.001117318
554,0.001117318
555,0.001117318
556,0.001117318
557,0.001117318
558,0.001117318
559,0.001117318
560,0.001117318
561,0.001117318
562,0.001117318
563,0.001117318
564,0.001117318
565,0.001117318
566,0.001117318
567,0.001117318
568,0.001117318
569,0.001117318
570,0.001117318
571,0.001117318
572,0.001117318
573,0.001117318
574,0.001117318
575,0.001117318
576,0.001117318
577,0.001117318
578,0.001117318
579,0.001117318
580,0.001117318
581,0.001117318
582,0.001117318
583,0.001117318
584,0.001117318
585,0.001117318
586,0.001117318
587,0.001117318
588,0.001117318
589,0.001117318
590,0.001117318
591,0.001117318
592,0.001117318
593,0.001117318
594,0.001117318
595,0.001117318
596,0.001117318
597,0.001117318
598,0.001117318
599,0.001117318
600,0.001117318
601,0.001117318
602,0.001117318
603,0.001117318
604,0.001117318
605,0.001117318
606,0.001117318
607,0.001117318
608,0.001117318
609,0.001117318
610,0.001117318
611,0.001117318
612,0.001117318
613,0.001117318
614,0.001117318
615,0.001117318
616,0.001117318
617,0.001117318
618,0.001117318
619,0.001117318
620,0.001117318
621,0.001117318
622,0.001117318
623,0.001117318
624,0.001117318
625,0.001117318
626,0.001117318
627,0.001117318
628,0.001117318
629,0.001117318
630,0.001117318
631,0.001117318
632,0.001117318
633,0.001117318
634,0.001117318
635,0.001117318
636,0.001117318
637,0.001117318
638,0.001117318
639,0.001117318
640,0.001117318
641,0.001117318
642,0.001117318
643,0.001117318
644,0.001117318
645,0.001117318
646,0.001117318
647,0.001117318
648,0.001117318
649,0.001117318
650,0.001117318
651,0.001117318
652,0.001117318
653,0.001117318
654,0.001117318
655,0.001117318
656,0.001117318
657,0.001117318
658,0.001117318
659,0.001117318
660,0.001117318
661,0.001117318
662,0.001117318
663,0.001117318
664,0.001117318
665,0.001117318
666,0.001117318
667,0.001117318
668,0.001117318
669,0.001117318
670,0.001117318
671,0.001117318
672,0.001117318
673,0.001117318
674,0.001117318
675,0.001117318
676,0.001117318
677,0.001117318
678,0.001117318
679,0.001117318
680,0.001117318
681,0.001117318
682,0.001117318
683,0.001117318
684,0.001117318
685,0.001117318
686,0.001117318
687,0.001117318
688,0.001117318
689,0.001117318
690,0.001117318
691,0.001117318
692,0.001117318
693,0.001117318
694,0.001117318
695,0.001117318
696,0.001117318
697,0.001117318
698,0.001117318
699,0.001117318
700,0.001117318
701,0.001117318
702,0.001117318
703,0.001117318
704,0.001117318
705,0.001117318
706,0.001117318
707,0.001117318
708,0.001117318
709,0.001117318
710,0.001117318
711,0.001117318
712,0.001117318
713,0.001117318
714,0.001117318
715,0.001117318
716,0.001117318
717,0.001117318
718,0.001117318
719,0.001117318
720,0.001117318
721,0.001117318
722,0.001117318
723,0.001117318
724,0.001117318
725,0.001117318
726,0.001117318
727,0.001117318
728,0.001117318
729,0.001117318
730,0.001117318
731,0.001117318
732,0.001117318
733,0.001117318
734,0.001117318
735,0.001117318
736,0.001117318
737,0.001117318
738,0.001117318
739,0.001117318
740,0.001117318
741,0.001117318
742,0.001117318
743,0.001117318
744,0.001117318
745,0.001117318
746,0.001117318
747,0.001117318
748,0.001117318
749,0.001117318
750,0.001117318
751,0.001117318
752,0.001117318
753,0.001117318
754,0.001117318
755,0.001117318
756,0.001117318
757,0.001117318
758,0.001117318
759,0.001117318
760,0.001117318
761,0.001117318
762,0.001117318
763,0.001117318
764,0.001117318
765,0.001117318
766,0.001117318
767,0.001117318
768,0.001117318
769,0.001117318
770,0.001117318
771,0.001117318
772,0.001117318
773,0.001117318
774,0.001117318
775,0.001117318
776,0.001117318
777,0.001117318
778,0.001117318
779,0.001117318
780,0.001117318
781,0.001117318
782,0.001117318
783,0.001117318
784,0.001117318
785,0.001117318
786,0.001117318
787,0.001117318
788,0.001117318
789,0.001117318
790,0.001117318
791,0.001117318
792,0.001117318
793,0.001117318
794,0.001117318
795,0.001117318
796,0.001117318
797,0.001117318
798,0.001117318
799,0.001117318
800,0.001117318
801,0.001117318
802,0.001117318
803,0.001117318
804,0.001117318
805,0.001117318
806,0.001117318
807,0.001117318
808,0.001117318
809,0.001117318
810,0.001117318
811,0.001117318
812,0.001117318
813,0.001117318
814,0.001117318
815,0.001117318
816,0.001117318
817,0.001117318
818,0.001117318
819,0.001117318
820,0.001117318
821,0.001117318
822,0.001117318
823,0.001117318
824,0.001117318
825,0.001117318
826,0.001117318
827,0.001117318
828,0.001117318
829,0.001117318
830,0.001117318
831,0.001117318
832,0.001117318
833,0.001117318
834,0.001117318
835,0.001117318
836,0.001117318
837,0.001117318
838,0.001117318
839,0.001117318
840,0.001117318
841,0.001117318
842,0.001117318
843,0.001117318
844,0.001117318
845,0.001117318
846,0.001117318
847,0.001117318
848,0.001117318
849,0.001117318
850,0.001117318
851,0.001117318
852,0.001117318
853,0.001117318
854,0.001117318
855,0.001117318
856,0.001117318
857,0.001117318
858,0.001117318
859,0.001117318
860,0.001117318
861,0.001117318
862,0.001117318
863,0.001117318
864,0.001117318
865,0.001117318
866,0.001117318
867,0.001117318
868,0.001117318
869,0.001117318
870,0.001117318
871,0.001117318
872,0.001117318
873,0.001117318
874,0.001117318
875,0.001117318
876,0.001117318
877,0.001117318
878,0.001117318
879,0.001117318
880,0.001117318
881,0.001117318
882,0.001117318
883,0.001117318
884,0.001117318
885,0.001117318
886,0.001117318
887,0.001117318
888,0.001117318
889,0.001117318
890,0.001117318
891,0.001117318
892,0.001117318
893,0.001117318
894,0.001117318
895,0.001117318
896,0.001117318
897,0.001117318
898,0.001117318
899,0.001117318
900,0.001117318
901,0.001117318
902,0.001117318
903,0.001117318
904,0.001117318
905,0.001117318
906,0.001117318
907,0.001117318
908,0.001117318
909,0.001117318
910,0.001117318
911,0.001117318
912,0.001117318
913,0.001117318
914,0.001117318
915,0.001117318
916,0.001117318
917,0.001117318
918,0.001117318
919,0.001117318
920,0.001117318
921,0.001117318
922,0.001117318
923,0.001117318
924,0.001117318
925,0.001117318
926,0.001117318
927,0.001117318
928,0.001117318
929,0.001117318
930,0.001117318
931,0.001117318
932,0.001117318
933,0.001117318
934,0.001117318
935,0.001117318
936,0.001117318
937,0.001117318
938,0.001117318
939,0.001117318
940,0.001117318
941,0.001117318
942,0.001117318
943,0.001117318
944,0.001117318
945,0.001117318
946,0.001117318
947,0.001117318
948,0.001117318
949,0.001117318
950,0.001117318
951,0.001117318
952,0.001117318
953,0.001117318
954,0.001117318
955,0.001117318
956,0.001117318
957,0.001117318
958,0.001117318
959,0.001117318
960,0.001117318
961,0.001117318
962,0.001117318
963,0.001117318
964,0.001117318
965,0.001117318
966,0.001117318
967,0.001117318
968,0.001117318
969,0.001117318
970,0.001117318
971,0.001117318
972,0.001117318
973,0.001117318
974,0.001117318
975,0.001117318
976,0.001117318
977,0.001117318
978,0.001117318
979,0.001117318
980,0.001117318
981,0.001117318
982,0.001117318
983,0.001117318
984,0.001117318
985,0.001117318
986,0.001117318
987,0.001117318
988,0.001117318
989,0.001117318
990,0.001117318
991,0.001117318
992,0.001117318
993,0.001117318
994,0.001117318
995,0.001117318
996,0.001117318
997,0.001117318
998,0.001117318
999,0.001117318
